"","event_name","creation_date","duration","rsvp","venue_name","venue_rating","rating_count","venue.city","address_1","lat","long","group_name","group_rating","category_name"
"5702","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5703","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5704","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5705","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5706","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5707","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5708","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5709","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5710","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5711","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5712","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5713","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5714","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5715","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5716","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5717","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5718","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5719","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5720","Red Hot Toastmasters Club",2015-10-13,3,1,"CNA Insurance",0,0,"Chicago","333 S. Wabash",41.877392,-87.625648,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5721","South Loop Cashflow Meetup Group",2013-06-18,3,23,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5722","South Loop Cashflow Meetup Group",2013-06-18,3,2,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5723","South Loop Cashflow Meetup Group",2017-09-23,3,2,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5724","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5725","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5726","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5727","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5728","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5729","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5730","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5731","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5732","South Loop Cashflow Meetup Group",2017-09-23,3,1,"Sky 55 @ Central Station",4.74,35,"Chicago","Michigan Ave. & Roosevelt Road",41.867369,-87.624042,"The South Loop Cashflow Meetup Group","4.70","Career & Business"
"5733","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5734","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5735","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5736","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5737","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5738","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5739","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5740","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5741","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5742","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5743","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5744","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5745","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5746","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5747","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5748","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5749","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5750","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5751","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5752","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5753","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5754","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5755","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5756","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5757","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5758","Learn how Cash flows with Casflow 101 & learn how to think like an investor",2015-02-08,3,1,"Real Estate Investing Office",5,1,"New York City","Madison Avenue and East 30s, New York, NY",0,0,"Learn-Investing-Concepts-With-Cashflow-101","0.00","Career & Business"
"5759","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5760","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5761","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5762","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5763","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5764","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5765","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5766","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5767","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5768","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5769","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5770","Improve your communication skills with WP-BT Toastmasters 2nd & 4th Wednesdays",2015-04-10,1,1,"Pritzker Elementary School",5,1,"Chicago","2009 W Schiller St, Chicago",41.906887,-87.678093,"Wicker Park-Bucktown Toastmasters","4.83","Career & Business"
"5771","[October] SF Customer Success Meetup",2015-09-05,3,197,"Mixmax HQ",5,1,"San Francisco","512 2nd St. First Floor",0,0,"Customer Success","4.81","Career & Business"
"5772","[January] SF Customer Success Meetup",2015-09-05,3,10,"Mixmax HQ",5,1,"San Francisco","512 2nd St. First Floor",0,0,"Customer Success","4.81","Career & Business"
"5773","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5774","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5775","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5776","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5777","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5778","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5779","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5780","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5781","Lightly Toasted",2016-03-09,3,1,"Chicagoland Community Church",4.2,5,"Chicago","836 West Aldine Avenue",41.941891,-87.650925,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
